text,l1,child_id,age,source_file
i just miss my uh dad i remember like i i was with my grandpa my grandpa likes he look like one grandpa it's my my mom's mother he likes to i can go and hear then and he give to me and i can go outside he play me pirate ship game and there was really fun there's two pirate ships and we are have to race ah one time i was doing it like this,Ukrainian,LGKR1,79,lgkr1.cha
i was because he my dad he had to go this way then i have to go uh straight he was going this way and i was go straight and i beat him and i just go two times straight and i and i win i go ed straight and he go ed this way and then i go ed this way and i win my favourite food in the canadian or in the ukraine it's my favourite,Ukrainian,LGKR1,79,lgkr1.cha
i like it bigger than uh chips my favourite canadian is hot dogs i know how to make cause i one time make cookies and i help and we and daycare to make cookies for a lodda kids those and my my daycare three groups there's downstairs is for babies for ups st for a little bit up st for upstairs that's um its a little bit bigger kids and for upstairs,Ukrainian,LGKR1,79,lgkr1.cha
alreay i'm going to upstair stairs at school go to school already it's go upstairs daycare when i pu i take the sausages and i cook them then i then i put them in and and then i uh uh take uh one of those and then i take uh i mean this one and when i take some of those uh small cookies and i cook them and i put them all in uh ta the same time,Ukrainian,LGKR1,79,lgkr1.cha
and they cook together in one big cookie yeah i have a in ukranian and his name is enna i don't know i forget already uh i wanna be a policeman because i like policemans because i like those guys because they they can shoot and i have a gun so lots of that and i have lots of like that a ploiceman ah save people eh kill the bad guys they're saving pe people from bad guys,Ukrainian,LGKR1,79,lgkr1.cha
my favourite game is ah i used to play this with my dad too and uh i think it was a long time ago and i was a baby it's it's game and it's it's and i was good i can beat my dad at football now one time i was playing with my friend football i was standing here one time he give me a another time he give me a,Ukrainian,LGKR1,79,lgkr1.cha
uh and third time he was kicking my ball and i was standing like that and he push in my leg and fall down yes i play i play one time on a team uh um with my friend with my one two three four five six friends and my school uh and one boy was standing beside me and i was there last guy one guy come out into him and then one guy then then i said stop,Ukrainian,LGKR1,79,lgkr1.cha
and then boom ahh yes i did it in m in my school yes uh i ride a bike here i even have one over here um it's like a red one a red with purple and i have a a white hat what is that uhah that's a helmet my favor uh my favourite toys is dragon and this ninja this is dragon and this one is ninja and this one's dragon this one movie yes i watch dragon,Ukrainian,LGKR1,79,lgkr1.cha
one time there was a black bad guy and he and good guy was taking fire with his hands maybe uh uh this guy was so strong this black guy one time the good guy take his head off with fire and he come back and and he never dies and one time there's an he kill the good guy and the black guy and another good guy came uh he did this to the good guy,Ukrainian,LGKR1,79,lgkr1.cha
he was here and he uh the bad gu and the good guy said him this and he dead i make up a story one time and and the bad guy he was standing he on this time i was playing with my friend one time and then bad guy and then i was playing with one of those toys and and my friend was having one hundred,Ukrainian,LGKR1,79,lgkr1.cha
he was having his all of his toys and all of my toys and i beated him up with those two guys yes i i just take his sword away he shoot me i did and he back which one dragon and the last movie that i will saw it was maybe and the bad guys come with guns and he maybe this one was him and the bad this one was a bad guy,Ukrainian,LGKR1,79,lgkr1.cha
and he saw g giant bad guy he i saw um i was watching this kinda sh show i was watching this i didn't saw ed it's my first day i saw it so i can't remember it's my actually i didn't see it it is my first day and i didn't finish up i have a dragon in canada and in ukranian i don't know i don't know actually i have pokemon cards too,Ukrainian,LGKR1,79,lgkr1.cha
i i didn't trade em all of them still i can show you them i can bring them here and because it's outside somewhere i think so the pokemon cards is outside i don't know he have ta ta he have twenty four he have ten and he have one hundred uh lives and this one have ten lives this one have only ten lives i know they're having eggs that fire,Ukrainian,LGKR1,79,lgkr1.cha
and this one he can do on his stick and he can just and those two guys can put his and those eggs crash ah th this guy ca this one have um a electricity so he have a electricity bolt and soon as this guy have an electricity bolt he this guy just put his stick with the fire bolts too they're not breaking and he been electricity,Ukrainian,LGKR1,79,lgkr1.cha
this guy if he push him down with the stick they're not breaking this one can be for the water this one can be for anything he can i seen the movie he's walking one guy was on a bike and then he was and was walking through him and so he up up and stand like that and and this was protection this was those guys and he was standing on the bike and he was this high,Ukrainian,LGKR1,79,lgkr1.cha
i go to the mall with my mom i go and play in the park uh ha i go everything i go on everything everyday because i have those cards yes and i can go everyday i did um my mom go to work ye yesterday and i was playing with my friend with my toys and i it was my friend i told you he take all his toys and and we battle so i win,Ukrainian,LGKR1,79,lgkr1.cha
he have all my toys and he have all his toys and i win him with these two guys because this guy one shot and all kid dies and then all his toys are on fire and then one and this one have a laser so he can laser those cars he has and he have a rocket he can bulid a fire and everything can blow up in a minute um i'm gonna go to my friend's house,Ukrainian,LGKR1,79,lgkr1.cha
no i'm gonna play on the computer this time i'll bring some my games i can show you them because some of them are red games this is a game here lookit how to go and and kill those bad guys and and this is the game you have to walk like that and kill everybody this is a bad guys i never win his game only my friend can win and i if i this my movies,Ukrainian,LGKR1,79,lgkr1.cha
and soonest i get to my friend i'm gonna play this game you have to kill the bad guys over here in this movie that ukranian movie and this this to are ukranian movies so ah this movie ah done in really sad because he was crying and this one ah this one ah it's and there's um pier pirates over here and good guys fight with pirates and good guys with the pirates,Ukrainian,LGKR1,79,lgkr1.cha
and one guy and one time ah one guy said um he said about this and they all turned to dead he took them away in this thing and they all dead he just took this and they he just take away for his and they all fall down and they do this tomorrow i don't know ah i think we're going to the mall i don't know um i don't know i have a this every my favourite season,Ukrainian,LGKR1,79,lgkr1.cha
um ah to play in the sand i like to play with snow and play ah snowballs i like to play ah i like to go to ah i like to ah swim in the water i like to swim in the water too ah actually ah i i'm tell you something this ah game not working on my only this two working ah and this one because this one really a hard game,Ukrainian,LGKR1,79,lgkr1.cha
ah they're killing me in one second i just come to the ah helicopter i just get out of the helicopter i didn't even see them and then i just walking walking walking walking i just and i'm dead but that's my friend good at this game he's good at this game he's good at this game and cause he really good at this game he can win at stage one,Ukrainian,LGKR1,79,lgkr1.cha
and he can't win at stage three it's hard for him he he have to kill th th those whole bunch of guys there's like w f one hundred guys he just he in the first stage he just go go go go and kill one guy get down the stairs open the door kill other guy then go back and then he do this and then one guy comin out the door he shoot him,Ukrainian,LGKR1,79,lgkr1.cha
then he get the door ah he open the door he go to the computer drop something in the computer then come out again on the stage and the he ah start shooting everybody from the stage the game over he just shoot two guys the game not over you have to go get down from the stage you have to kill everybody who's down stairs and you have to get it down the stage,Ukrainian,LGKR1,79,lgkr1.cha
you have to ge get quietly to the car and two guys two bad guys are by the car he just do and then and then they're dead and then he then he get quietly to the car if he don't kill those two guys who's by the car they're gonna be um killed the car they're gonna be blow up the car because because they're don't want the car any car,Ukrainian,LGKR1,79,lgkr1.cha
i don't know what they blew up the car maybe don't want any cars standing they have to blow up the car because there are they bad guys and and i one time he get there and then he and then he have to shoot this way and this one guy shooting from that way there's two guys shooting the one from that way one from that way and this one this one from here is closted,Ukrainian,LGKR1,79,lgkr1.cha
and this one here shoot this one first and then this one and then get to the car and game over he just come to other stage and he have to do other stage because i can't tell the other stage because i don't know how to he can do this other stages i brush my teeth little bit watch my movie get dressed up and get my backpack and go to school i have books,Ukrainian,LGKR1,79,lgkr1.cha
um i i told you i'm just colouring colouring colouring and in home he only can give me colour um i read at my school school just colouring school and we get great colour i colour every picture one time i even colour this picture i have one i can show you it uh i ca i have my other dinosaurs book i can show you this are my teletubbies and um one time my friend colour like that,Ukrainian,LGKR1,79,lgkr1.cha
my friend he give to me what he can do he just crumbling all up i coloured this one i colour actually i colour i coloured this one and this one and i colour this one this one and i colour this one uh i colour no d i didn't colour this one this my friend his mom bring up and this are my monster book that's uh everybody's favourite ghost and there's lot of pages there,Ukrainian,LGKR1,79,lgkr1.cha
and one one from i don't allow anybody to use it because one of my friend lookit what he did to this pages that's not nice and and he ruin this he colour all his and then he that's my dinosaurs colouring book i colour uh um i colour i colour this ones and i colouring this ones i colour this one not it's my fr friend favourite dinosaur because i didn't like him he like to do dinosaurs because,Ukrainian,LGKR1,79,lgkr1.cha
one time he he colour he he dinosaurs and uh dinosaurs have happy face and i see lots that have this dinosaurs have happy face dinosaurs don't have happy faces they have uh sad faces because they're wanna eat people this one happy i was in a park of dinosaurs too uh i was driving a lots of times in car these are my favourite dinosaurs i see i see dinosaurs except for this one i see this one,Ukrainian,LGKR1,79,lgkr1.cha
yes i see this one i didn't saw this one i didn't saw this one i didn't saw this one i i saw t rex w i saw him like oh i just saw t rex looks like a real one that he's a statue he like a big like he's a like a hill big like he's so big he was big like he and one time he big uh because the i want,Ukrainian,LGKR1,79,lgkr1.cha
oh i uh just a minute i saw this one becasue one time i saw th monsters inc movie yes i like it i i remember the one happens rex the dog get a locked in front the door it's um it's oh i wanna i saw this one this dinosaurs's in the museum i don't saw i didn't know what's his name are yeah i know i'm gonna dress like spiderman yes i saw ed,Ukrainian,LGKR1,79,lgkr1.cha
uh one time the green goblin was playing and then and one time the green hoblin and the green goblin was crying and swinging on the trees and then spiderman come don't you swinging in the trees you poopie lapo and he said ah my not name is my name is not poopie lapo my name is uh um his name is like a his name like a he looks like a dragon ball z,Ukrainian,LGKR1,79,lgkr1.cha
he look like a cookie lapo uh cause i said he's i'm not a cookie lapo i'm a green goblin and then he saw hello green goblin i'm not a green goblin i'm a green goblin okay well ninja turtle i'm not a ninja turtle i'm a dragon ball z hi everything in your head oh my god i'm not everything in my head and then he said okay i'm a dragon ball z and he then he,Ukrainian,LGKR1,79,lgkr1.cha
and then he go on the back in the tree actually he live five years old i think five four six i think he six years old he like carrot and he likes and one time i give to him carrot i went for a minute and the i looked the carrot was gone and i where this carrot can be and i see there eat it and that's carrot a rabbit with all the ears,Ukrainian,LGKR1,79,lgkr1.cha
i'm gonna um um i'm gonna kill everybody i can have candy and i will have candy in here and everbody gonna be i did this and uh i did this i did this and rolls in one guy getta run out and then he getta oh good he's about candy gonna be candy web in your mouth i go to my friend's house i don't know oh i have cake it tastes like uh i don't know,Ukrainian,LGKR1,79,lgkr1.cha
it tastes like strawberies uh this one candies actually and they can hold if you put them like that they can hold this put them in and lookit they can hold together lookit this one or this one he like to hum who gonna fight with me laughs oh my god oh my god my bed and then he was on my head and then this one and then he oh my but this one touch him over here,Ukrainian,LGKR1,79,lgkr1.cha
because this one like to touch uh his is me and this is him i and i touch oh get out of here and one guy was going like and one guy was right there oh my god my poop in my face oh my god and i was and this one's a fish and this fish oh help my buddy oh are you crazy uh i play football likes i play basketball because i am very good at this,Ukrainian,LGKR1,79,lgkr1.cha
i beat everybody in the whole school i did with basketball i did with uh football i just do i was standing here and and th uh the seat was uh like uh four hours for me i was i was holding it and one guy which one you did get and i too bad and then i throw it and then went i was so bad i was from this seat to bad seat and there was so long,Ukrainian,LGKR1,79,lgkr1.cha
and boulders come out so long and just bump to the seat i was standing here and this one was next to and this next seat is over here so i from here have to flew ed over here and i flew ed to this seat i just take two scores one time i have to get two scores to win i just one t one time uh one people give it to me i said thanks,Ukrainian,LGKR1,79,lgkr1.cha
i was uh peoples and one of my kids give it to me i said hee hee too bad and then i throw it this way and everybody and this and this guy was standing here he was he was looking and i was oh my god and then the ball and then and then fall down and i scored then we win i was skating i one time i went skating and i play hockey one time,Ukrainian,LGKR1,79,lgkr1.cha
and i win it um actually i was uh standing beside i was just going going going going i wasn't really good at hockey because one guy pass me a ball and i was oh my god oh my god oh my god and then i fall down laughs and then this guy was here oh my god oh my and then he was falling here and then he fall down back in my school,Ukrainian,LGKR1,79,lgkr1.cha
because i don't how to do it one time i did it to uh because one uh time i did it in my school with my friend and he was doing like that and i was this way and then he was and then this was me and this was him yes crash fall down to the big hole and then i just i just i just take a ball and then i were hee hee,Ukrainian,LGKR1,79,lgkr1.cha
and then i take it ha ha ha i shoot it and i was my run was coming up and i get uh another guy so this rope i just take it flew right in the ball um animal is my lion king i watch l lion king all the day long uh the real lion king his dad ends and a simba was a lion king and just about he's he killed the bad guys,Ukrainian,LGKR1,79,lgkr1.cha
the the bad guys there was zero the tiger because i forget his name his name was zero and it and he was he wolves he has wolves he has lots of wolves and then and then he was he was fa mamma help him or his mama help him ah i mean everyone my favourite colour except for brown and brown exc and brown pink and white i hate it chicken and canada and i hate chicken,Ukrainian,LGKR1,79,lgkr1.cha
i just tried and then i mom i want chicken he tell me to eat and i just said ah no i don't want any of that so i take i opened this window and then i threw it out the window and then if my mom come you can say hold on i pee in my pants oh my god you kicked your but and then he was running oh uh there's my sk uh playground beside my school,Ukrainian,LGKR1,79,lgkr1.cha
it's not long to get there just go this way and then go this way and then go uh this way accros the street go this way go this way again and go this way again and there's a playground one time i play hide and seek so i did with it monkey bars with my friend oh my god my monkey bars and then he fell down and i go,Ukrainian,LGKR1,79,lgkr1.cha
and i can you know i can done monkey bars fast because i can do i and one monkey bars was here and i did it to the to really big to uh this one this one monkey bars and this one's the monkey bars and this one the monkey bars i go there and i pass this monkey bars and i go to other one and i did it all the way across,Ukrainian,LGKR1,79,lgkr1.cha
uhhh missus em and uh dee uhhhh how to be an an lady i can play with my friend and and i can i play outside i i throw like that look i play with that i play like that with the i got the baby you wrecked the bed the phone is here uhhh nahad and fatmi you seen malak i'm gonna get new glasses it's my turn and i'm gonna get i have a picture,Arabic,LLKC1,58,llkc1.cha
hamid where's my picture i can't wear it because hurt me here we always make block we do like that and then we put the thingy then then we blocks a big big big give it to me that that me armad and me and the teacher and and tarma and amoulee and uh what her name giham and naha and fatme agam and dunahida and and i have another picture like that this is laila and this is me,Arabic,LLKC1,58,llkc1.cha
that i'm having um a picture uh hm um now he take that name he be d on hami hamid him too he be he be d hamid him him him and then he take his name he hamid then and d d d torrik and what his name again you mean him and uh when and my mom fix my hair he wreck my hair with the toys he hurt me we play house and we get this baby,Arabic,LLKC1,58,llkc1.cha
i'm not a boy he's the daddy i can't see i can't see again but i want it i never did that i said just a police uh if uh somebody's bad i uh i take them uh they die and go to hell we have we get all our gun and then uh they die they won't let me play uh i have another baby her like that i know it i know it we have to colour,Arabic,LLKC1,58,llkc1.cha
we have to read and then we colour i like those uh i dunno and those what what those we always draw tigers here the birdie but i'm uh purple but i'm scared of birdies i forgot they were like that a small foot and a big big foot look the birdie oh look the moon we have a moon at the telephone moon a full moon look what they eat uh when we come here they eat us,Arabic,LLKC1,58,llkc1.cha
uh it not working i put in the floor here she fall down she fall down yeah i go fast uh there and then i go here i play with the scooter a pink one and a red one slide with it i can't p wear those shoes i can't wear those cause they they do like that when bug come here i hit them when i clip a bug come d from the floor i hit them,Arabic,LLKC1,58,llkc1.cha
uh i played but i have to brush her hair but and i do like that and do like that and then do her hair uh i dunno uh and one time i wear those shoes for her yeah for her yeah on her feet the doll is gonna wear them a foot her i can my doll give me that baby one boy and one girl uh i dunno i'm gonna get a car a police car,Arabic,LLKC1,58,llkc1.cha
a police ka car like that that do like that like uh a police came and uh a police car and um and the one boy and one boys um uh go by the the food mart then the police said and phone their mom and and they're gonna take them off they're not gonna he ha ha ha and then uh uh then he gonna phone his mom their mom if they go the ew to their house,Arabic,LLKC1,58,llkc1.cha
they're gonna put them to jail they're gonna take them they go by the no to the foodmart i can put those food those those lunch food uh i dunno i like when they're brown i we found a brown bug ba on in supper and i know i wear her the shoes again you wanna see how i wanna wear i have to wear that i have to wear it back too big for her,Arabic,LLKC1,58,llkc1.cha
i found no shoes like those but are uh i don't wanna get them for the baby when we go somewhere uh i i can't take her yeah when i be a baby she help me i i put it and uh other kid this is so big for her look how this her feet they were big for her ham that is hamid and that is zaley and this is hamid they're walking together,Arabic,LLKC1,58,llkc1.cha
then the police gonna take them this is the police and this is zailey yeah and that's the police they gonna he can take her he they can't see her and then she turned around and then he seen her i gonna be all water then i'll cry when those light don't work and now uh my brother running shoes are all water then he washed ed them or my mom washed ed them,Arabic,LLKC1,58,llkc1.cha
oh i she talking to me peep it's not hot no me and my friend um we cold you member i when my like the like the the go get me my uh skate go go get me my skate go get the bag i know it i know it go get it go get it zaidee go get it hamid give me the book i'm going to put it here look look look i put her feet here,Arabic,LLKC1,58,llkc1.cha
then i hold her hand when i i look and and a elephant i look and a elephant and i'm scared elephant and then i'm scared of it this is a birdie you're seen her you seen the birdie that's not me twinkle twinkle little star how i wonder what you are higher than the tallest tree you and me like a star perfectly i like that went up the water spout down came the imi tell hamid,Arabic,LLKC1,58,llkc1.cha
i'm laying down i sleep on that bed me and my brother give me that zaidee give me that that give me that i need the the baby's bed this is the baby's bed can you do it take that off uh you can pull it tight pull it tight now put her head leave her head now you have to now you put it like that now do it tight do it again do that uh tight again,Arabic,LLKC1,58,llkc1.cha
not this way she like to sleep in here we need to have a dream to cry do you want a drink it don't fit me that too then will her feet gonna be big it gonna grow she not gonna grow no she small he hurt me here he did like that you're wrecking it with my shoes shoes shoes hamid stop that hamid hi hamid be quiet no she can't you shut that no is teletubby,Arabic,LLKC1,58,llkc1.cha
no this is hamid teletubby and this is zaidee tele teletubby they do like that ahh ahh ahh he always eat my hand hand ahh my feet i'll take it off and i'll hit you i forget again the got it from the thingie for my birthday i never had a birthday are you gonna look at the cam camera are you gonna do do it he did it can you stop i have to do this good,Arabic,LLKC1,58,llkc1.cha
to do it good to do again tying the here pull it tight for her this is not tight it can't be tight it's not like that you did it like that put it down we have a camera imi where's our camera give me the camera is it gone imi where is it maybe in the bathroom,Arabic,LLKC1,58,llkc1.cha
i don't know hmmm i don't know this is colour this is colour my cat don't have purple eyes my cat don't have don't have there's a picture not so many drawing picture and a smiley mouse he's drinking juice jack o lantern i saved it i want tell my mom i don't i don't know you say is costume no i still uh my mom give me a wing and dress and one,Mandarin,MRSS1,60,mrss1.cha
no go not go to house it's go to the it's not go to the house it's go to the hmmm i go to candy yeah i saw mow i saw my friend in the big he is go to ummm the big he my friend go to west edmonton mall he he go to there he uh go to the he uh he uh he uh he not dros dress up um um just um he name is josephine,Mandarin,MRSS1,60,mrss1.cha
hm is margaret margaret is i do saw he on the on the big i no saw he she not go to the big he not go to there i i don't know you s s dan dancing is not school at school don't have dancing no it's in this room yeah ballet dancing my bay my my mom s say here after huh i were bigger i will i will to go to dance,Mandarin,MRSS1,60,mrss1.cha
like you you you said it i want my my i bigger i bigger i go to dancing ice cream and cake some cracker and some hmmm juice to uh and hmmm it's the kitty hello hello kitty no i have one at home you wanna see here no i i'll show you hmmm what is new school yeah i like kindergarten uh i don't know you said what like uh grade one grade two like th like that,Mandarin,MRSS1,60,mrss1.cha
and sammy and and and josephine and jasmine um and katie and anna they like playing sand playing house drawing and playing school reading centre draw dr draw hmmm everything we can go to library only get two one english one chinese hmmm have my yo sis my sister he go to he i don't know he is three older he english name is derek he uh he like to play uh everything he like he like play with me,Mandarin,MRSS1,60,mrss1.cha
hmmm spiderman shoes yeah um we don't have spiderman toys spiderman everything uh he's got uh spiderman shoes play hide and seek no play balls yeah for my brother i don't know what i actor i don't want to be a teach i i wan see dog he he no he no know english i don't know a and and ummm i don't know there is not there is so i push this no i i,Mandarin,MRSS1,60,mrss1.cha
my home has pooh bear i i i don't see this i don't see this i dunno cartoons i i watch poke no i watch a a a em park i i saw th pokemon here i here i don't saw pokemon i i i here don't have pokemon em park have pokemon here i don't watch pokemon here i watch pooh bear and everything on here sailor moon sailor moon is em park see d too,Mandarin,MRSS1,60,mrss1.cha
here don't here don't have um sailor moon i don't know pocahontas i i have i have white princess he he drink this here he will turn to so here uh white person eat it potion apple he died and and he is one two three four five six seven the the seven little guy he will cry white white princess died prince here come he he he he give he the prince give he that uh and prin uh,Mandarin,MRSS1,60,mrss1.cha
said it's chinese you is say english you is say english people not chinese people i's a chinese people and i can say english and chinese i don't know you okay i don't know mother is what i don't know a p barbie i love playing barbie uh hello kitty i love hello kitty because um he got he got a flower on there i like this flower he got a dress he got a sunglasses and sun and the,Mandarin,MRSS1,60,mrss1.cha
and he drink there's my barbie i love lots of barbie there's my little i don't know ummm go home eat my snack play and play and play and and and watch tv and mom i mom and ma and mom when done she he ee i a wa tv is turn it off we go to eat lunch i don't wanna see lots of tv because your eyes were your eyes will near sight you'll near sight,Mandarin,MRSS1,60,mrss1.cha
your eyes will get bad see lots of movie or or your eyes will get bad that as well gets bad too uh my mom came i brush my teeth i go to sleep my mom gave me re a read she i i say goodnight he'll he turn off the light and my rabbit i will show you i will i will hold he he i sleep i love this name,Mandarin,MRSS1,60,mrss1.cha
i i he don't he don't have ch he don't have chinese he he don't have chinese name you here say right after school my mom give me snack i sit there eat then i i play i my mom call i will sit here s for watch movies um my lunch is fin lunch is almost finish i i i i can i go to enga eat lunch i eat i eat then lunch i brush i,Mandarin,MRSS1,60,mrss1.cha
i eat my fruit i brush my teeth i go to sleep i hold my this rabbit my mom gave me reading some book i i luh i my i say goodnight he turn off the light uh no not farmer i like spring because he uh he got a flower spring has the all the flower on the ground and and bird sing song uh eat lunch then i i put on my my pack pack,Mandarin,MRSS1,60,mrss1.cha
i my mom uh um i go to out i i go to inside hm i go to inside draw pictures centre lots of centre then a then i go to library then then school we go to home gi uh eat this uh snack and and play my mom call i go to watch movies when my lunch is done i i go to eat my lunch i eat my lunch then i i eat fruit,Mandarin,MRSS1,60,mrss1.cha
and and i brush my teeth and and i my mom give read some i l i i i hold this rabbit sleep i don't know you s i don't know you say i don't know say and see fa and see my dad i have one tree i see my father k and uh s and christmas tree i see the christmas tree and and and i i k and dad give me present i don't know,Mandarin,MRSS1,60,mrss1.cha
halloween i don't have present my mom br she i birthday here i give me buy this and some paper and pi pi and kra and some like that and some si my mom said she give me i don't like that i like that this is my birthday uh my mom give me buy today uh is almost five i so he give me buy this this is my umm birthday present i got another i show you,Mandarin,MRSS1,60,mrss1.cha
my mom uh give me buy a that a stamp uh a stamp on this book this is my uh five other present i got two present i've got two presen and some snowy and some snowmen and some i dunno what that and some this and a reindeer a a and shoes and and that bell and sn snow here give me buy this too,Mandarin,MRSS1,60,mrss1.cha
yes yesterday my brother was falling down up to the stairs yeah because he's big but he can go upstairs before i was four and my dad i my dad and my mom was saying happy birthday to me and i brought i brought something birthday present yeah just just only one and next time i i get snow white no because school is now now is done i just play something i say they have two more room,Japanese,RMLM1,51,rmlm1.cha
and they have two doors like a like like a three but but they have lot of three if if they open the go that way door they have two yeah but but but uh they they have a lots of people to have a car to stop mmm i dunno oh they don't have a bed they have a small chair or like chair my my teacher name is and miss and but is so busy and tired,Japanese,RMLM1,51,rmlm1.cha
she was home and she i don't know you have the toy or something else but but but i didn't i dunno i have something like oh yeah but my friend name is and alexandra and uh i i'm not sure what's that picture yeah but this is so cold right no because i was wearing a blanket like a zebra i i was wearing the dress with my dress,Japanese,RMLM1,51,rmlm1.cha
no this is a flower and and i take a picture like like that it was big one but it's not same they have two like that picture i dunno but that that that i have i i have it right here because i have lots of dress but i dunno i dunno this name but this is tyler and and jenine and njuha and fatmi and you know it's me this is moli this is laura,Japanese,RMLM1,51,rmlm1.cha
and this is leila this is leila and this is alex and this is omar and this is this is youssef and this is this is hafiz and this is miss em yeah you know what who's this boy name yeah but you don't have any lots of toy but but do you bring here you toy but my mom say it's no for me i i do have a ball i have a big ball a small ball,Japanese,RMLM1,51,rmlm1.cha
yeah but have three balls that they pull and somes blue or white and purple so i have a orange ball too yeah i have a i i was have a four balls did did you have a four balls to the school too did you have a four balls to the school what um um i my you know what talking about you know my dad's name but but he's arabic and i'm a japanese too,Japanese,RMLM1,51,rmlm1.cha
i i i dunno how to talk arabic but i know now yeah i have lots of toy or lots of lots of book um it's always khaldoon but you dunno you dunno like right because my mom don't my mom know too that if if he be if my my brother be three maybe i can be eleven yeah but but but i'm a be five already if if if the school was not done now,Japanese,RMLM1,51,rmlm1.cha
if he if if if if s if if it was my birthday again and i'm and it's at sk i gonna be a five but it's gon be my mom my mom birthday too um maybe saturday oh yeah to the i i come with to the school to the with the bus from not canada too i dunno but but you have what what colour did you have a car my my daddy colour is white,Japanese,RMLM1,51,rmlm1.cha
but but but but my mom can't take um um car with that that he was sitting to my my my like a flower like that but but they they play like that i don't have two you know you know there's have two taxi they have white and yellow taxi i we saw police and we we was fighting them sarah and me was fighting the police i have it but i'm not hungry yet cookie or ice cream,Japanese,RMLM1,51,rmlm1.cha
but we can't eat candy or ice cream because it's gonna be it's gonna be so hard like here yeah but i go to the doctor teeth um the light was so rainbow and beautiful but i see it um yeah but she she have a she have a rainbow rainbow like like that it's moving like like like the st store um story but i brought lots of toy and and sleeping beauty today,Japanese,RMLM1,51,rmlm1.cha
but we have to do sleeping beauty song i have sleeping beauty song it's right there yeah and this japanese japanese song right there i don't know why no i sing i sing it if my tv were here game um you you you brought some game but i mm you maybe maybe if i go to your school how old i have to be i don't know what you name but on tv is lisa too a little girl,Japanese,RMLM1,51,rmlm1.cha
the the hair was like this like a flower but but but lisa was a girl her hair was like this like my dad and like this it was like a flower yeah do too it's it's like a lisa hair like circle like a flower too um they i they have clifford and i today i watch clifford and dragon but i colour all of dragon land and i show to my dad and my mom,Japanese,RMLM1,51,rmlm1.cha
and all of colour it was nice it was kathy and amy and and on and we sing they they they flown their car and and are are is flying up and they're they're flying down is right here to the to the back and they can fly yeah on my tv but how my dad will now watch his tv how my dad wanna watch my tv he will my dad always say i do not watch my tv,Japanese,RMLM1,51,rmlm1.cha
he h h my dad don't wanna watch tv he like it but he don't know he like it my mom names it's in my tv yeah and it was pipitibu pipitibu i i i watch it yeah i watch cinderella or or mulan and sleeping beauty and and magic schoolbus or lots of lots of tv but it's gonna it's gonna be so hard their eyes too so i have to go to the eyes doctor too,Japanese,RMLM1,51,rmlm1.cha
yeah but if if i was hurt my teeth they they i i brought the i brought the um poohbrush like like that book points off screen that big book yeah but it was not good because it was strawberry or something green i don't know but i i mm i i i'm gonna try to watch school because my mom don't know they have it no scooby dooby doo,Japanese,RMLM1,51,rmlm1.cha
but but but but i have friends who got mulan and english mulan and and english mulan flansegow means like a japan but but i have a two today mm i dunno i'm a be like i'm a be si sleeping beauty because sleeping beauty dress was so nice and pink or blue but that that that pink it it look like a grandmother pink it it was a dress so angry like this,Japanese,RMLM1,51,rmlm1.cha
and they do it pink or blue make it blue make it pink green and blue and pink yeah but but i have dress because because because my my grandma grandma brought it from here to to the to shiny house and it was the tallest house but now she go to my my my big friend house she's not japan she's she's arabic but i dunno what i speak so much and my dad know,Japanese,RMLM1,51,rmlm1.cha
yeah me and my mom don't know how to speak yeah but but look i have something to the school it was something something like a needles yeah but you don't know how to do it you you have to do it like this pull right there and it up right here and and if i do it right here or anywhere i can do it my mom was helping me i talk to my mom,Japanese,RMLM1,51,rmlm1.cha
i do this in face but it was so big and i do this flower it was nice and this and this and this and this with my mom yeah but i do it this too but but this one is so white this one is so yellow right no because they don't have white one dz they they have just on yellow and pink and green you know you know yesterday my brother was falling down to the stairs,Japanese,RMLM1,51,rmlm1.cha
and he cry and and my dad was hearing him and nobody was watching him and my my daddy said and and and and ma ma marian help my my brother and and and and they my mom was exciting and laugh and and and it was so so bad yeah he he he know he have a needles if he fall down to the stairs,Japanese,RMLM1,51,rmlm1.cha
he don't have a needled if if he don't if he he he he go down like to the stairs because i saw he was go going fall down like a with a but i don't see him because i was so sleeping i i thought he was sleeping in my dad's room because i don't see him i i know your hair was long but but my hair is long and i have i have a glasses like you,Japanese,RMLM1,51,rmlm1.cha
and i wear this pants but it's not seems like you yeah but but my book is english or or or japanese there's there's no arabic they have no arabic this one arabic from my dad but but it's not fun yeah but because i i see their name and then i start to trust japanese but it's not i i dunno arabic book to talk talk to english or or or japanese,Japanese,RMLM1,51,rmlm1.cha
but i know how to talk japanese with english japanese and japanese or english just but but my mom know i i go to library and buy some and and and i i i brought some the book and he tape and i watch it and and before if i go to sleep i was watching library book mm i dunno just just wait a minute because i'm not i'm wanna do a song today now,Japanese,RMLM1,51,rmlm1.cha
i wanna do a song if you take off this and i i walk and i go do the song mm i i you have a toy because i wanna play with your toy little bit b because i i brought the blocks locks pumpkin the chinese i i sit down to my shopping to to my mom's mom like a it's not same but but their hair is same but it's so red,Japanese,RMLM1,51,rmlm1.cha
